CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,LAT,LONG
41169439,JACK RUSSELL'S PUB,MANHATTAN,1591,2 AVENUE,10028,2124722800,American,5/29/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,40.7757682,-73.9536886
41371272,LOCAL CAFE & COCKTAILS,MANHATTAN,1,PENN PLAZA,10119,2126297070,American,11/18/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7511649,-73.9924654
41014902,MAS (farmhouse),MANHATTAN,39,DOWNING STREET,10014,2122551790,American,9/18/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,40.7293287,-74.0039219
41599926,THE LEXINGTON HOTEL NEW YORK,MANHATTAN,511,LEXINGTON AVENUE,10017,2127554400,American,6/1/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,40.7548069,-73.9731814
40380432,THE BITTER END,MANHATTAN,147,BLEECKER STREET,10012,2126737030,American,10/1/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,40.728419,-73.999146
41166881,5 ESTRELLA BAKERY,MANHATTAN,3861,BROADWAY,10032,2127955000,Bakery,1/21/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,21,,40.8368307,-73.9433031
40378136,BROADWAY RESTAURANT,MANHATTAN,2664,BROADWAY,10025,2128657074,American,11/27/2013,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,32,C,40.7979161,-73.9689383
41709744,MCCANN CAFETERIA,MANHATTAN,622,THIRD AVENUE,10017,2126135523,Soups & Sandwiches,2/20/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,40.7497508,-73.9756083
50037080,SUMMERS,MANHATTAN,169,THOMPSON ST,10012,9173883372,CafÃ©/Coffee/Tea,11/18/2016,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,19,,40.727688,-74.000466
41272100,CHARLEY MOM KITCHEN,MANHATTAN,1580,YORK AVENUE,10028,2124396363,Chinese,4/8/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,40.7740391,-73.948178
41705626,ZUCKER'S BAGEL,MANHATTAN,370,LEXINGTON AVENUE,10017,2126611080,Delicatessen,1/15/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9,A,40.750761,-73.9767958
40387861,WESTWAY DINER,MANHATTAN,614,9 AVENUE,10036,2125827661,American,4/24/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,40.7593916,-73.9916209
41463512,MCDONALD'S,MANHATTAN,824,3 AVENUE,10022,6469186885,Hamburgers,8/7/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,A,40.7561264,-73.9708361
40396000,JULES BISTRO,MANHATTAN,65,ST MARKS PLACE,10003,2124775560,French,12/10/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,B,40.728169,-73.9860752
50032783,GINZA,MANHATTAN,800,LEXINGTON AVE,10065,2128887898,Japanese,11/19/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,B,40.7640484,-73.9671583
50004674,KORI TRIBECA,MANHATTAN,253,CHURCH ST,10013,2123340908,Korean,3/10/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,B,40.7178692,-74.0053358
41150606,CAFE BONJOUR DELI & PIZZA,MANHATTAN,18,WEST 38 STREET,10018,2125757070,American,7/24/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,40.7511996,-73.983818
50013605,CAPRI RESTAURANT,MANHATTAN,903,COLUMBUS AVE,10025,2122221304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/25/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,40.7980873,-73.9637183
41005529,ELSA LA REYNA DEL CHICHARRON,MANHATTAN,1249,ST NICHOLAS AVENUE,10032,2127953667,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/9/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,40.8438161,-73.937983
41535378,ELIEZER KITCHEN,MANHATTAN,100,CHURCH STREET,10007,2125131110,American,1/23/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,40.7133292,-74.0101583
50017823,THE HALAL GUYS,MANHATTAN,720,AMSTERDAM AVE,10025,2126653033,Middle Eastern,3/30/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,,40.793605,-73.971068
41482120,LOTUS LUCKY EXPRESS,MANHATTAN,4840,BROADWAY,10034,2125698899,Chinese,7/18/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,40.8662471,-73.9247149
40996223,THE FOUR FACED LIAR,MANHATTAN,165,WEST    4 STREET,10014,2122068959,American,6/5/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7322088,-74.0013101
50001348,Nomura cafeteria( 25 th floor),MANHATTAN,309,W 49 ST,10019,2124368092,American,10/21/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,40.7620878,-73.987135
40366716,SHUN LEE PALACE RESTAURANT,MANHATTAN,155,EAST   55 STREET,10022,2123718844,Chinese,5/5/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,40.7594505,-73.9690693
41677034,TWO BOOTS,MANHATTAN,42,AVENUE A,10009,2122541919,Pizza/Italian,7/14/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15,,40.7237135,-73.9849872
50051886,A.N.Y. GRAND SICHUAN,MANHATTAN,307,AMSTERDAM AVE,10023,2125800277,Chinese,10/18/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,B,40.7801106,-73.9802564
41203533,GREAT TASTE BAKERY,MANHATTAN,3335,CATHERINE STREET,10038,6466424110,Bakery,6/25/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,48,,40.7120833,-73.9969397
40995404,EL GUANACO RESTAURANT & PUPUSERIA,MANHATTAN,4195,BROADWAY,10033,2127955400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/12/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,,40.8481895,-73.9380171
41695909,ELEVATE RESTAURANT,MANHATTAN,93,BOWERY,10002,6463293416,American,11/13/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,40.7170107,-73.9951885
41200490,THE GAF,MANHATTAN,401,WEST   48 STREET,10036,2123077536,American,8/27/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,,40.7625653,-73.9901381
41215525,PORTER HOUSE BAR & GRILL,MANHATTAN,10,COLUMBUS CIRCLE,10019,2128239500,American,4/23/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,,40.7684251,-73.9831903
50043730,PIZZA BAR,MANHATTAN,151,W 34TH ST,10001,2036563661,Pizza,5/4/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,40.7507917,-73.9895261
40964241,ULYSSES,MANHATTAN,91,PEARL STREET,10004,2124820400,American,7/30/2013,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,27,,40.7041068,-74.0100677
50011024,AWADH,MANHATTAN,2588,BROADWAY,10025,6468613403,Indian,11/26/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,40.7955865,-73.9707432
41567090,SHOGA-SUSHI & OYSTER BAR,MANHATTAN,1698,2 AVENUE,10128,2128768836,Chinese,8/28/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,35,,40.7789898,-73.9506138
41709933,RADIANCE,MANHATTAN,208,EAST   50 STREET,10022,2128888060,Chinese,12/18/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,,40.7554154,-73.9705757
40388419,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,2859,BROADWAY,10025,2128651234,Pizza,6/16/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,32,,40.8049697,-73.9669846
41700186,ROGUE AND CANON,MANHATTAN,128,WEST HOUSTON STREET,10012,6463988700,American,2/5/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,39,,40.72787,-74.001067
40706408,BLACK AND WHITE,MANHATTAN,86,EAST 10 STREET,10003,2122530246,American,9/16/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,A,40.7308468,-73.9898731
50011800,PHO VIETNAM 87 CORPORATION,MANHATTAN,87,CHRYSTIE ST,10002,2127750999,Asian,9/29/2014,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,9,A,40.7176016,-73.9944629
40399279,POMODORO RISTORANTE,MANHATTAN,229,COLUMBUS AVENUE,10023,2127213009,Italian,9/17/2014,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12,A,40.776306,-73.979175
